Predicted Value
1.1630164
1.1687529
1.1769713
1.1750877
1.1792755
1.1836923
1.1781495
1.1770852
1.1800307
1.1860095
1.1868566
1.1796639
1.1764764
1.1763983
1.1793187
1.1816493
1.1834971
1.1860026
1.1930406
1.1845561
1.1855772
1.1802356
1.1800392
1.1828989
1.1831462
1.1817845
1.1888982
1.192819
1.1907636
1.1848232
1.1844178
1.1835444
1.1816791
1.1783631
1.1805001
1.1818439
1.1838782
1.1853582
1.1840627
1.1816667
1.1836487
1.1834382
1.178162
1.1750094
1.1699178
1.1705989
1.1666658
1.1698364
1.1759924
1.1753329
1.1762584
1.1751068
1.1786169
1.1758536
1.1773305
1.1769089
1.1822916
1.1813596
1.1766005
1.1765795
1.1749686
1.1752273
1.1775585
1.1819533
1.1847384
1.1819104
1.1848899
1.1811349
1.1795087
1.1766533
1.1717561
1.1684681
1.1676494
1.1749699
1.1754187
1.182286
1.1856847
1.1813995
1.1813936
1.1785048
1.1806825
1.1830488
1.1842617
1.1851321
1.1845001
1.1862854
1.1847008
1.1835846
1.187847
1.1906317
1.1904702
1.1957272
1.1919016
1.207068
1.2116231
1.2151823
1.212981
1.2119609
1.2112875
1.2092768
1.2147002
1.2123357
1.2155392
1.2162849
1.2209002
1.2270753
1.2263714
1.2255307
1.2182906
1.2203183
1.2200955
1.2199904
1.2227267
1.2255497
1.230235
1.2230537
1.22299
1.225647
1.2303877
1.2331804
1.2281868
1.2237931
1.2170748
1.221975
1.2173764
1.2167498
1.208698
1.2084504
1.213655
1.2113644
1.2170609
1.2181668
1.2151052
1.2173057
1.212008
1.2132425
1.2147347
1.2070385
1.2050675
1.2040778
1.1965789
1.2046402
1.204853
1.212354
1.2123959
1.2138977
1.2127677
1.2138182
1.2117541
1.2047904
1.2097969
1.2125489
1.2166882
1.2160051
1.21805
1.2188082
1.2084662
1.2060224
1.2098722
1.2072182
1.197489
1.1906742
1.1843885
1.1890893
1.1921167
1.198029
1.1946564
1.1922352
1.1893293
1.1976994
1.1906945
1.1898503
1.1925766
1.1845651
1.1815872
1.177969
1.1798046
1.1776493
1.1754397
1.1756568
1.1781034
1.1771644
1.1811875
1.1856338
1.1856124
1.1903929
1.1890544
1.1903106
1.1943794
1.1975653
1.196385
1.198184
1.2038854
1.2036519
1.203969
1.2019851
1.2103194
1.2092043
1.2098788
1.2133157
1.2131761
1.2029723
1.2071201
1.2015948
1.2011756
1.2066408
1.2170721
1.2140596
1.215958
1.208016
1.2092892
1.2155459
1.2166529
1.2231169
1.2191848
1.2238865
1.2195375
1.2229279
1.2257471
1.2210821
1.2210333
1.2205112
1.2237461
1.2226895
1.2224287
1.2142674
1.2180694
1.2203099
1.2188433
1.2192905
1.2188444
1.2122287
1.2130536
1.2139117
1.2004348
1.1907218
1.1853907
1.191169
1.1932666
1.1920986
1.1923022
1.1926095
1.1918201
1.1890517
1.1850475
1.1842562
1.1852512
1.1852268
1.1821418
1.1798848
1.1837219
1.1864922
1.1850885
1.178733
1.1829898
1.181268
1.1808772
1.1801494
1.1788461
1.17991
1.177816
1.1778092
1.1803192
1.1815625
1.1836873
1.1872321
1.1857383
1.1858462
1.1852604
1.1832771
1.18308
1.1775188
1.176343
1.1754615
1.1762663
1.175843
1.1797131
1.1781685
1.1750627
1.1748809
1.1715587
1.1733731
1.1763582
1.1767697
1.1777446
1.1767833
1.1796081
1.1800547
1.1809527
1.1831771
1.1860263
1.187107
1.1859872
1.1840281
1.1817497
1.1823556
1.1813585
1.1813074
1.1806377
1.1815306
1.1778064
1.1757143
1.1757174
1.175613
1.1733633
1.1760668
1.1752207
1.173629
1.1719495
1.1632198
1.1610993
1.1624343
1.1650915
1.1628276
1.1582814
1.1580497
1.1594032
1.1580863
1.1554446
1.1626835
1.1628115
1.1631812
1.164014
1.1661112
1.1681993
1.1659094
1.1681461
1.164314
1.1624004
1.1632801
1.1716584
1.1593852
1.1635593
1.1606892
1.1645478
1.1581165
1.1594058
1.1615056
1.162296
1.1500036
1.1460192
1.1451682
1.1384053
1.1339316
1.1337179
1.1388613
1.1305404
1.1257595
1.1270776
1.1220397
1.1229402
1.1345358
1.1317861
1.1361368
1.134373
1.1322906
1.1334096
1.1307527
1.1289761
1.136214
1.1316715
1.1336151
1.1308357
1.1280868
1.1312153
1.1352676
1.1264287
1.1302624
1.1305072
1.1347694
1.1351972
1.1341051
1.1348269
1.1330408
1.136491
1.1346505
1.138357
1.1320689
1.1307304
1.1332982
1.1315256
1.1379333
1.1348213
1.1384205
1.1450812
1.1464795
1.1422347
1.1416861
1.1343203
1.1358029
1.1332064
1.1359305
1.1349092
1.1324329
1.126553
1.1161164
1.1159167
1.1262422
1.1299855
1.1332713
1.1458018
1.1457971
1.1450675
1.1425012
1.1429847
1.143406
1.1364396
1.1324444
1.1374115
1.1389079
1.1378553
1.1342903
1.1331155
1.1343346
1.1326733
1.121679
1.1286871
1.124309
1.1141278
1.1133485
1.1074249
1.0931752
1.0861284
1.0904126
1.1113513
1.0991992
1.0932012
1.0957175
1.0953199
1.1039811
1.1123526
1.106837
1.1026661
1.1034105
1.0999855
1.098889
1.0980575
1.0981132
1.1112697
1.1194371
1.1088402
1.1058228
1.0974876
1.0909126
1.089997
1.0886908
1.088447
1.0899702
1.0850828
1.0903394
1.0856922
1.0819066
1.0804445
1.0803413
1.0868595
1.0861204
1.081892
1.0739341
1.0670766
1.0593182
1.0533836
1.0560945
1.0546111
1.0550362
1.0663667
1.0606638
1.058321
1.0624008
1.0567323
1.0545018
1.046124
1.0429128
1.0483444
1.0560908
1.0528519
1.0608974
1.0632833
1.0681331
1.0786386
1.0712656
1.0744108
1.0765955
1.0777422
1.0753804
1.0685459
1.0755651
1.0740217
1.0701782
1.0734293
1.0735176
1.0656674
1.0569314
1.0467758
1.043533
1.0475959
1.05672
1.0563145
1.056477
1.0599879
1.0600159
1.0568324
1.0590785
1.0616646
1.0564477
1.0496784
1.0518113
1.0477065
1.0445997
1.0351807
1.0218841
1.0203817
1.0234007
1.0098336
1.0083218
1.018467
1.0085403
1.0130179
1.028704
1.0254956
1.0233601
1.0315853
1.0255375
1.0230395
1.0214572
1.0207397
1.0250956
1.028066
1.0306433
1.0245676
1.0215074
1.0304114
1.0238129
1.0210121
1.031839
1.033166
1.0350211
1.035748
1.0206087
1.020143
1.0259657
1.0115755
1.0057569
1.0097934
1.0015981
1.0041685
1.015512
1.0051187
1.0069206
1.0160903
1.0103469
0.9995929
1.0053495
1.0013204
0.99681026
1.0131035
1.011963
1.0063653
1.0231807
1.0078206
0.99516046
1.0125643
1.0087147
1.0025114
1.0144744
0.99184245
0.9759441
0.98781335
0.9711508
0.9636772
0.99582446
1.0011792
0.9780371
0.9990982
1.0070844
0.981805
0.9848949
0.9884552
0.9640768
0.9808914
0.98970485
0.9793243
0.99020755
0.9928326
0.99394685
0.9848408
0.9787504
0.99859184
0.9863197
0.9910374
1.0206568
0.9942416
0.97675663
1.0001229
0.9681822
0.98458374
0.9965317
0.9948462
1.0155348
1.025448
0.9923697
1.0141957
1.0423678
1.0232652
1.0198724
1.0492921
1.034347
1.0257876
1.0394769
1.0267961
1.0381037
1.0489585
1.0420679
1.0411658
1.0391006
1.04229
1.0555309
1.057281
1.0541843
1.054324
1.0538554
1.0575566
1.0578558
1.0573013
1.0657996
1.0702797
1.0665785
1.0636857
1.0640825
1.064247
1.0631245
1.0630279
1.0646323
1.0659655
1.0667666
1.0651652
1.0680449
1.072672
1.06934
1.0606339
1.0627563
1.0573655
1.0627826
1.0786127
1.0746657
1.0795473
1.0900605
1.0852646
1.0840143
1.0816292
1.0801574
1.0844059
1.0871555
1.0888497
1.0907094
1.0931566
1.0910187
1.0882337
1.0865562
1.0875137
1.1000426
1.0929425
1.0818408
1.0745416
1.0728486
1.0711558
1.0749574
1.0705738
1.0733995
1.0773566
1.0712605
1.0697862
1.0717461
1.0700637
1.0674464
1.0644691
1.0627408
1.0585921
1.0625013
1.0621535
1.0671026
1.0658542
1.065575
1.0713803
1.0611745
1.0569605
1.06239
1.0643444
1.0743294
1.0782753
1.0647238
1.0640366
1.0691756
1.0705476
1.0796076
1.0897963
1.0862902
1.0791734
1.0819178
1.0854348
1.0849317
1.0921148
1.0867219
1.0908706
1.0969956
1.0918326
1.0928651
1.0919738
1.0870659
1.0918168
1.1002418
1.1061796
1.1002165
1.0941368
1.0969224
1.095748
1.0963781
1.0991448
1.1060134
1.0980755
1.1050618
1.1038027
1.101134
1.0977916
1.0997082
1.107743
1.1015928
1.1021596
1.1008773
1.0956692
1.0978225
1.092803
1.085921
1.088645
1.0876864
1.0852216
1.0796092
1.0818582
1.0835059
1.0791082
1.0772558
1.0750682
1.0737537
1.07255
1.0750543
1.071195
1.0777379
1.0739315
1.0718791
1.0722654
1.0712367
1.0801916
1.0777609
1.0773876
1.0824708
1.0851992
1.0954987
1.0961071
1.0937345
1.0933424
1.0981485
1.0959243
1.0903587
1.0915301
1.096219
1.092243
1.0879608
1.0921135
1.0921881
1.0892768
1.0876119
1.0902923
1.0970079
1.1011008
1.1018695
1.1168702
1.126323
1.1257507
1.126428
1.1250486
1.1218728
1.1148131
1.113511
1.1067045
1.1058091
1.110276
1.0978364
1.1010766
1.1001438
1.1017008
1.0951089
1.0951025
1.1017389
1.1005034
1.0962236
1.0979295
1.0981728
1.0949323
1.0917462
1.0913585
1.089339
1.0880547
1.0888232
1.0909626
1.0867215
1.0879092
1.0839261
1.0806801
1.0839794
1.0896149
1.093823
1.0874002
1.0798987
1.0812095
1.0735458
1.072145
1.0716904
1.0707753
1.0771097
1.0789919
1.0753205
1.0687797
1.0680785
1.070483
1.0693963
1.0688388
1.0689864
1.0672413
1.0632639
1.0608134
1.0555074
1.0581683
1.0611147
1.0532237
1.0512885
1.0558649
1.0569724
1.0615534
1.0624406
1.0635012
1.0660633
1.0587696
1.0542514
1.0593561
1.0596321
1.056984
1.0622587
1.0633247
1.0675538
1.0652459
1.0605446
1.0603826
1.059283
1.0627351
1.0621222
1.0601237
1.0653056
1.0755081
1.074031
1.0729765
1.0741624
1.0694643
1.069458
1.0716298
1.0893992
1.0880632
1.0876106
1.0943866
1.0948589
1.0922135
1.0904499
1.0912024
1.0940441
1.0957781
1.0996548
1.0976627
1.0904158
1.089232
1.0851575
1.0804566
1.0779233
1.080875
1.0780697
1.0782111
1.0824767
1.0896243
1.1019988
1.0925982
1.0936548
1.0991999
1.0945185
1.101278
1.1022723
1.1004235
1.1056023
1.1129004
1.1072601
1.104376
1.105222
1.0947775
1.092198
1.0948658
1.094189
1.0955023
1.0945798
1.0975624
1.0979283
1.0956548
1.0956367
1.089355
1.0890443
1.0892397
1.0905024
1.0901108
1.0874926
1.0901107
1.0868254
1.08658
1.0857077
1.0860614
1.0840502
1.088797
1.0814441
1.0754142
1.0777086
1.0785954
1.079326
1.0811212
1.0798296
1.0730903
1.074202
1.0795574
1.0791848
1.0804284
1.083925
1.0842899
1.0845745
1.0844407
1.0869846
1.0865197
1.0856622
1.0828531
1.0852768
1.0875137
1.0872382
1.0916997
1.0961905
1.0950893
1.0940268
1.0938022
1.095223
1.0900228
1.089645
1.0889084
1.0876067
1.0932744
1.0884124
1.0823435
1.0857108
1.0849727
1.0839734
1.0816352
1.0809646
1.076356
1.0788387
1.0859388
1.0860327
1.086315
1.0887754
1.0879015
1.0769228
1.073543
1.0673776
1.0636396
1.0641086
1.0679343
1.0674788
1.0681518
1.0690019
1.0719087
1.0722171
1.0749652
1.0720826
1.0734189
1.0701418
1.0714538
1.0748246
1.0776476
1.0797975
1.0783906
1.0770344
1.0802873
1.0790573
1.0805622
1.0843053
